name,county,latitude,longitude,ownership
,Tana River,,,GOK
,Tana River,-1.1827967,39.78271,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tana River,-1.1827967,39.78271,GOK
,Marsabit,3.149389,39.240794,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tharaka-Nithi,-0.2471786,37.619865,GOK
,Tharaka-Nithi,-0.315704,37.6664326,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Marsabit,3.149389,39.240794,GOK
,Marsabit,3.149389,39.240794,GOK
,Makueni,-1.8169087,37.3471586,GOK
,Marsabit,3.117626,39.200818,GOK
,Taita Taveta,-3.4869,38.587959999999995,GOK
,Marsabit,3.117626,39.200818,GOK
,Marsabit,3.149389,39.240794,GOK
,Marsabit,3.5267616,39.0689591,GOK
,Busia,0.4625402,34.1679703,GOK
,Vihiga,,,GOK
,Nairobi,-1.2735973,36.9932693,GOK
,Makueni,-1.8125733,37.3441523,GOK
,Makueni,-1.8262619,37.3251096,GOK
,Makueni,-1.8125733,37.3441523,GOK
,Samburu,1.0205508,36.5856009,GOK
,Makueni,-1.8368815,37.3217682,GOK
,Samburu,1.0205508,36.5856009,GOK
,Makueni,-1.8283535,37.3297872,GOK
,Makueni,-1.8405259,37.3130799,GOK
,Marsabit,3.499035,38.2485201,GOK
,Samburu,1.0205508,36.5856009,GOK
,Nyandarua,-0.1003673,36.4555417,GOK
,Siaya,0.1113147,34.1043308,GOK
,Siaya,0.1112247,34.1037656,GOK
,Siaya,0.1045,34.1328524,GOK
,Nyeri,-0.1779316,37.0204071,GOK
,Makueni,-1.843403,37.3057275,GOK
,Marsabit,3.489055,38.241527,GOK
,Marsabit,3.599676,38.528405,GOK
,Marsabit,3.499045,38.2439,GOK
,Siaya,0.0994556,34.100852,GOK
,Samburu,1.0205508,36.5856009,GOK
,Marsabit,3.489665,38.241599,GOK
,Busia,0.412534,34.1474576,GOK
,Trans Nzoia,1.0143685340881374,35.34333944320679,GOK
,Trans Nzoia,1.0224902629852297,35.34979820251465,GOK
,Turkana,1.6722843,36.2876554,GOK
,Marsabit,3.31126182,39.05067272,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Turkana,1.7058531,36.403117,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Turkana,1.7058531,36.403117,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Turkana,2.1364244,35.8152126,GOK
,Turkana,2.3318726,35.8210079,GOK
,Turkana,1.9563814,36.0371753,GOK
,Uasin Gishu,0.654593,35.1684037,GOK
,Uasin Gishu,0.6334637,35.3159301,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Uasin Gishu,0.6468423,35.3114707,GOK
,Tana River,-1.0337825,39.3846388,GOK
,Uasin Gishu,,,GOK
,Marsabit,3.431099,39.207182,GOK
,Tana River,,39.3846388,GOK
,Uasin Gishu,0.2837524,35.2884834,GOK
,Vihiga,0.094352,34.7597503,GOK
,Vihiga,0.094352,34.7597503,GOK
,Vihiga,0.065579,34.7217586,GOK
,Vihiga,0.0564588,34.7224495,GOK
,Vihiga,0.0334539,34.6671593,GOK
,Vihiga,0.0616041,34.5800056,GOK
,Vihiga,0.0617991,34.6408841,GOK
,Vihiga,0.0616041,34.5800056,GOK
,Vihiga,0.0767943,34.7194795,GOK
,Vihiga,,,GOK
,Tana River,-1.072317,39.379628,GOK
,Vihiga,0.021188333333333333,34.67030833333333,GOK
,Vihiga,0.1251382,34.7373027,GOK
,Vihiga,0.1251382,34.7373027,GOK
,Vihiga,0.1161857,34.6069911,GOK
,Tana River,-1.072317,39.379628,GOK
,Tana River,-1.072317,39.379628,GOK
,Vihiga,0.0777303,34.8198121,GOK
,Vihiga,0.1005366,34.6107961,GOK
,Vihiga,0.0344509,34.5772374,GOK
,Taita Taveta,-3.3341814,38.4329001,GOK
,Vihiga,0.108239,34.6094124,GOK
,Taita Taveta,-3.3341814,38.4329001,GOK
,Marsabit,1.6791766666666665,37.72849833333333,GOK
,Marsabit,3.564611666666667,38.64349333333333,GOK
,Taita Taveta,,,GOK
,Marsabit,3.5648850000000003,38.64371833333333,GOK
,Nyandarua,-0.684444,36.6217073,GOK
,Marsabit,2.3384413,37.9908703,GOK
,Busia,0.4746633,34.1874357,GOK
,Marsabit,3.599672,38.528498,GOK
,Marsabit,3.489025,38.241522,GOK
,Elgeyo/Marakwet,,,GOK
,Siaya,0.1434061,34.3232284,GOK
,Elgeyo/Marakwet,0.9102641,35.5652731,GOK
,Siaya,-0.005623,34.441886,GOK
,Marsabit,3.489033,38.241602,GOK
,Marsabit,3.5824296,38.6338114,GOK
,Busia,0.4324727,34.2145413,GOK
,Siaya,0.196006,34.352369,GOK
,Marsabit,3.115677,39.256903,GOK
,Busia,0.494234,34.313511,GOK
,Busia,0.4706639,34.202727,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Busia,0.4243174,34.1467702,GOK
,Kwale,-3.7478415,39.1115964,GOK
,Nandi,,,GOK
,Kwale,-3.7282127,39.039324,GOK
,Kwale,-3.7536762,39.1429053,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Kwale,-3.7534942,39.1416046,GOK
,Kwale,-3.752909,39.1395717,GOK
,Kwale,-3.7542308,39.1431491,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Kwale,-3.7335683,39.0465714,GOK
,Kwale,-3.7530746,39.1411978,GOK
,Kwale,-3.7216018,39.0259675,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Kwale,-3.7505242,39.1275373,GOK
,Kwale,-3.7451747,39.095326,GOK
,Kwale,-3.7948128,39.2637609,GOK
,Kwale,-3.7833646,39.2484278,GOK
,Marsabit,3.3115677,39.256903,GOK
,Marsabit,3.115677,39.256903,GOK
,Taita Taveta,-3.4578544,37.6261867,GOK
,Taita Taveta,-3.4027582,38.5967612,GOK
,Siaya,0.1981645,34.1895211,GOK
,Marsabit,3.115677,39.256903,GOK
,Taita Taveta,-3.4027582,38.5967612,GOK
,Marsabit,3.115677,39.256903,GOK
,Kakamega,0.4097552,34.8587951,GOK
,Kajiado,-1.4265697,36.6837561,GOK
,Elgeyo/Marakwet,0.6242923,35.4803111,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Vihiga,0.0572047,34.6847869,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Taita Taveta,-3.4845056,37.6561239,GOK
,Baringo,0.1669755,36.3520104,GOK
,Vihiga,0.0499836,34.717613,GOK
,Kakamega,0.4310942,34.9018972,GOK
,Marsabit,3.149389,39.240794,GOK
,Busia,0.4803986,34.2114141,GOK
,Elgeyo/Marakwet,0.3451509,35.5375681,GOK
,Siaya,0.1052602,34.1053745,GOK
,Uasin Gishu,0.6334143,35.1043554,GOK
,Nairobi,-1.2744879,36.9905657,GOK
,Taita Taveta,-3.487425,38.58759666666666,GOK
,Marsabit,3.115677,39.256903,GOK
,Siaya,0.1112332,34.1037829,GOK
,Makueni,-1.790916666666667,37.36042666666666,GOK
,Siaya,0.1113147,34.1043308,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.5639154,38.6456106,GOK
,Nyeri,-0.4652264,37.0599906,GOK
,Marsabit,3.5268323,39.0826322,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.149389,39.240794,GOK
,Marsabit,3.511497,39.0582139,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.511497,39.0582139,GOK
,Siaya,0.096989,34.1187223,GOK
,Narok,-1.7783238,35.8537264,GOK
,Marsabit,3.4912254,38.2439077,GOK
,Siaya,0.096989,34.1187223,GOK
,Makueni,-2.4064283,37.9713412,GOK
,Garissa,-0.4915782526374007,39.67259202545555,GOK
,Vihiga,0.0480595,34.7259039,GOK
,Makueni,-1.8542312,37.875213,GOK
,Taita Taveta,-3.3324,38.3127847,GOK
,Taita Taveta,-3.386405,38.4575545,GOK
,Busia,0.4828942,34.1172014,GOK
,Taita Taveta,-3.5579875,38.7497445,GOK
,Taita Taveta,-3.50301,38.3881701,GOK
,Kwale,-3.7523704,39.1402222,GOK
,Kakamega,0.4275233,34.8898308,GOK
,Taita Taveta,-3.3513965,38.4795713,GOK
,Makueni,-1.9596155,37.3137483,GOK
,Makueni,-1.9706223,37.4379554,GOK
,Taita Taveta,-3.3715953,38.4835139,GOK
,Marsabit,3.599658,38.528485,GOK
,Kakamega,0.2828752,34.4938038,GOK
,Taita Taveta,-3.3680585,38.4729999,GOK
,Taita Taveta,-3.4263734,38.3529569,GOK
,Siaya,0.1219083,34.1478053,GOK
,Siaya,0.1154096,34.1203319,GOK
,Siaya,0.1083427,34.1057569,GOK
,Taita Taveta,-3.3700239,38.484828,GOK
,Taita Taveta,-3.3827502,38.4549251,GOK
,Taita Taveta,-3.3070672,38.5196428,GOK
,Vihiga,0.0439823,34.7248676,GOK
,Taita Taveta,-3.3986104,38.4444066,GOK
,Vihiga,0.0341216,34.7932382,GOK
,Taita Taveta,-3.3986104,38.4444066,GOK
,Taita Taveta,-3.3516481,38.4795713,GOK
,Taita Taveta,-3.2905868,37.7322394,GOK
,Taita Taveta,-3.2884408,37.7348969,GOK
,Marsabit,3.51120298,39.97357008,GOK
,Nakuru,,,GOK
,Taita Taveta,-3.432418,38.406592,GOK
,Taita Taveta,-3.2905868,37.7322394,GOK
,Taita Taveta,-3.4410992,38.3565778,GOK
,Vihiga,0.0723693,34.6429587,GOK
,Taita Taveta,-3.4410992,38.3565778,GOK
,Marsabit,3.452485,38.515005,GOK
,Taita Taveta,-3.432418,38.406592,GOK
,Vihiga,0.0794184,34.724241,GOK
,Bomet,-0.9302682,35.4187486,GOK
,Vihiga,0.1178669,34.7787399,GOK
,Samburu,1.0888095,36.6854056,GOK
,Taita Taveta,-3.4278553,38.5134038,GOK
,Marsabit,3.452474,38.515016,GOK
,Siaya,0.035126,34.424173,GOK
,Vihiga,0.1049108,34.5768914,GOK
,Marsabit,2.4865965,36.8416792,GOK
,Samburu,1.0888027,36.685419,GOK
,Siaya,0.05173,34.478699,GOK
,Taita Taveta,-3.432418,38.406592,GOK
,Kakamega,0.4326628,34.8339584,GOK
,Elgeyo/Marakwet,1.0657015,35.5840798,GOK
,Kajiado,-1.8500216,36.7719805,GOK
,Makueni,-1.8263566,37.4519651,GOK
,Makueni,-2.5153219,38.0490934,GOK
,Marsabit,3.0586082,36.8241862,GOK
,Elgeyo/Marakwet,1.0071269716953681,35.3302851508123,GOK
,Kajiado,-1.8499689,36.7719116,GOK
,Mombasa,-4.043483,39.6850259,GOK
,Kajiado,-1.8499705,36.7719103,GOK
,Uasin Gishu,0.5687993,35.068926,GOK
,Makueni,-1.816217,37.3555087,GOK
,Kajiado,-1.8500584,36.7720778,GOK
,Kajiado,-1.8499363,36.7718808,GOK
,Samburu,1.1024005,36.5450871,GOK
,Taita Taveta,-3.3948064,37.6903696,GOK
,Kajiado,-1.8499333,36.7718745,GOK
,Kajiado,-1.8500546,36.7720812,GOK
,Marsabit,3.115677,39.256903,GOK
,Samburu,1.0820291,36.7019563,GOK
,Samburu,1.0803374,36.7019563,GOK
,Kajiado,-1.849772448314539,36.77181790492471,GOK
,Kajiado,-1.8499361,36.7718723,GOK
,Marsabit,3.115677,39.256903,GOK
,Kajiado,-1.8500551,36.7720818,GOK
,Samburu,1.0820386,36.7012823,GOK
,Marsabit,3.4355,38.96498,GOK
,Busia,0.5264305,34.2878241,GOK
,Kajiado,,,GOK
,Marsabit,3.51115348,38.9736606,GOK
,Vihiga,,,GOK
,Makueni,-1.7937813,37.3621882,GOK
,Marsabit,3.4724218,39.0985804,GOK
,Marsabit,3.51115348,38.9736606,GOK
,Marsabit,3.51115348,38.9736606,GOK
,Marsabit,3.115677,39.256903,GOK
,Busia,0.5476342,34.264908,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.13488485,39.256903,GOK
,Marsabit,3.5639157,38.6456211,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Nakuru,-0.4078791,36.3607705,GOK
,Marsabit,3.4724218,39.0985804,GOK
,Marsabit,3.4724218,39.0985804,GOK
,Marsabit,3.503258,38.235459,GOK
,Siaya,0.1083319,34.1057975,GOK
,Marsabit,3.503248,38.235411,GOK
,Marsabit,3.3210517,37.0690448,GOK
,Elgeyo/Marakwet,,,GOK
,Marsabit,3.503298,38.235467,GOK
,Bomet,-0.930269,35.418748,GOK
,Marsabit,3.452454,38.515006,GOK
,Siaya,0.1083319,34.1057975,GOK
,Kwale,-4.1741554,39.4516625,GOK
,Marsabit,3.452435,38.516023,GOK
,Marsabit,3.5639146,38.6456114,GOK
,Kisumu,-0.1171422,34.7815017,GOK
,Vihiga,0.0665563,34.5787354,GOK
,Makueni,-2.1799552,37.7700999,GOK
,Kisumu,-0.1065776,34.7923405,GOK
,Marsabit,2.9210834,37.6318425,GOK
,Kisumu,-0.1289015,34.7481199,GOK
,Elgeyo/Marakwet,1.062164,35.592285,GOK
,Elgeyo/Marakwet,1.0246311,35.4458344,GOK
,Taita Taveta,-3.4958551,38.3740212,GOK
,Siaya,0.1190761,34.0959813,GOK
,Siaya,0.1190761,34.0959813,GOK
,Elgeyo/Marakwet,1.1596789,35.648673,GOK
,Elgeyo/Marakwet,1.0597652,35.5885244,GOK
,Taita Taveta,-3.508887,38.3450561,GOK
,Elgeyo/Marakwet,1.0712847,35.5878406,GOK
,Elgeyo/Marakwet,1.078222,35.5820284,GOK
,Taita Taveta,-3.3555248,38.5314626,GOK
,Taita Taveta,-3.3807617,38.335508,GOK
,Kwale,-4.0419269,39.1668846,GOK
,Marsabit,2.9210834,37.6318425,GOK
,Elgeyo/Marakwet,1.0666538,35.5861312,GOK
,Marsabit,3.5639169,38.6456202,GOK
,Marsabit,3.5270124,39.0689591,GOK
,Kakamega,0.7198209,35.0802788,GOK
,Marsabit,3.149389,39.240794,GOK
,Kakamega,0.7198209,35.0802788,GOK
,Marsabit,3.149389,39.240794,GOK
,Marsabit,2.3246534,37.9974252,GOK
,Marsabit,2.3322863,37.990135,GOK
,Kakamega,0.7127673,35.0782148,GOK
,Taita Taveta,-3.508887,38.3450561,GOK
,Marsabit,,,GOK
,Marsabit,,,GOK
,Taita Taveta,-3.3941951,38.5810167,GOK
,Siaya,0.1122662,34.1172014,GOK
,Kakamega,0.3455008,34.8318884,GOK
,Kwale,-3.7522294,39.1333922,GOK
,Kwale,-3.7536774,39.1429053,GOK
,Kwale,-3.7328101,39.0477926,GOK
,Kwale,-3.7328101,39.0477926,GOK
,Makueni,-2.4679104,38.1507257,GOK
,Kwale,-3.7557872,39.1470514,GOK
,Kwale,-3.7546767,39.1430668,GOK
,Taita Taveta,-3.4887266666666665,37.70132666666667,GOK
,Taita Taveta,-3.4837499999999997,37.68213333333333,GOK
,Kwale,-3.7302371,39.0487697,GOK
,Vihiga,0.1178941,34.7362902,GOK
,Taita Taveta,-3.4888350000000004,37.70130166666667,GOK
,Busia,0.3326721,34.2899071,GOK
,Marsabit,3.452456,38.515007,GOK
,Taita Taveta,-3.4887166666666665,37.70131333333333,GOK
,Marsabit,3.491227,38.2439088,GOK
,Busia,0.4561879,34.1213753,GOK
,Marsabit,3.3764775,38.354267,GOK
,Marsabit,3.489086,38.241528,GOK
,Marsabit,3.3764886,38.354267,GOK
,Marsabit,3.489045,38.241559,GOK
,Marsabit,3.488085,38.241622,GOK
,Siaya,0.027887,34.527607,GOK
,Marsabit,1.5820536,37.7949968,GOK
,Marsabit,3.149389,39.240794,GOK
,Marsabit,3.445226,38.23391,GOK
,Marsabit,3.595933,38.694108,GOK
,Marsabit,3.489094,38.241731,GOK
,Marsabit,,,GOK
,Makueni,-1.8476923,37.4302822,GOK
,Marsabit,3.595944,38.694113,GOK
,Makueni,-1.8515664,37.4419585,GOK
,Busia,0.5371335,34.2600462,GOK
,Makueni,-1.828118,37.4499639,GOK
,Vihiga,0.1257132,34.8332684,GOK
,Kakamega,0.4366697,34.8556909,GOK
,Vihiga,,,GOK
,Makueni,-1.8492295,37.417603,GOK
,Marsabit,3.452495,38.2439086,GOK
,Vihiga,0.079619,34.850862,GOK
,Kajiado,-1.4260438,36.6857785,GOK
,Marsabit,3.491238,38.2439066,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,38.975645,39.256903,GOK
,Makueni,-1.8445652,37.4379554,GOK
,Marsabit,38.975645,39.256903,GOK
,Marsabit,38.975645,39.256903,GOK
,Marsabit,3.51128,38.975645,GOK
,Vihiga,0.1005354,34.6118337,GOK
,Busia,0.4691728,34.1189406,GOK
,Busia,0.2777818,34.1283313,GOK
,Bomet,-0.9302674,35.4187479,GOK
,Taita Taveta,-3.38642,38.50868833333333,GOK
,Taita Taveta,-3.472533333333333,38.28124666666667,GOK
,Vihiga,0.0379241,34.7135646,GOK
,Samburu,0.9842134,36.7457532,GOK
,Elgeyo/Marakwet,0.6680249,35.5101673,GOK
,Tana River,-0.2815558149385152,39.470067800537834,GOK
,Elgeyo/Marakwet,,,GOK
,Busia,0.437474,34.1450235,GOK
,Narok,-0.909225,35.871713,GOK
,Nandi,0.071683,34.8794869,GOK
,Elgeyo/Marakwet,0.6379691,35.4821295,GOK
,Vihiga,0.058885,34.6851325,GOK
,Makueni,-2.4954629,38.007416,GOK
,Bomet,-0.9233843,35.4150792,GOK
,Elgeyo/Marakwet,0.6709524,35.5060891,GOK
,Bomet,-0.8648387,35.3934176,GOK
,Marsabit,3.51111265,38.97361242,GOK
,Elgeyo/Marakwet,0.761775,35.4965061,GOK
,Vihiga,0.0523078,34.8360284,GOK
,Makueni,-1.9285133,37.2896832,GOK
,Marsabit,2.3286679,37.9882226,GOK
,Makueni,-1.9285133,37.2896832,GOK
,Nyandarua,-0.730595,36.6483541,GOK
,Siaya,0.1069996,34.1029618,GOK
,Mombasa,-4.0401312,39.6885344,GOK
,Samburu,1.0877441,36.708022,GOK
,Kwale,-4.2479336,39.1711105,GOK
,Samburu,,,GOK
,Samburu,1.15983,36.619344,GOK
,Busia,0.4587349,34.1029393,GOK
,Samburu,1.087294,36.7056632,GOK
,Taita Taveta,-3.2880663,37.7319072,GOK
,Taita Taveta,,,GOK
,Samburu,1.0870476,36.7060001,GOK
,Kwale,-4.168874,39.4594287,GOK
,Samburu,1.0887246,36.6850504,GOK
,Marsabit,2.3398278,37.9782929,GOK
,Nyeri,-0.5056550000000001,37.05307666666667,GOK
,Taita Taveta,,,GOK
,Laikipia,0.0407448,36.3594585,GOK
,Taita Taveta,-3.3977000000000004,37.685363333333335,GOK
,Taita Taveta,-3.39754,37.68546,GOK
,Samburu,1.0887246,36.6850504,GOK
,Kakamega,0.4092605,34.8608645,GOK
,Marsabit,3.43438021,39.17542,GOK
,Vihiga,0.09904808333333334,34.62725888333333,GOK
,Bomet,-0.8649312,35.3935219,GOK
,Marsabit,3.34147915,39.20396801,GOK
,Marsabit,3.327542,39.221995,GOK
,Marsabit,3.27338,39.08211,GOK
,Vihiga,0.0911199,34.6419214,GOK
,Vihiga,0.1049108,34.5768914,GOK
,Vihiga,0.0269735,34.6751094,GOK
,Nakuru,36.2124127,0.0478348,GOK
,Vihiga,0.0644157,34.6744181,GOK
,Nakuru,36.244432,-0.013107,GOK
,Vihiga,0.0519236,34.6847869,GOK
,Vihiga,0.0512031,34.6854781,GOK
,Marsabit,2.5065305,37.5772618,GOK
,Taita Taveta,-3.383056666666667,38.562329999999996,GOK
,Wajir,1.7493271,40.0586642,GOK
,Kajiado,-2.2059345,36.7925537,GOK
,Elgeyo/Marakwet,0.5449926853179932,35.54085731506348,GOK
,Elgeyo/Marakwet,1.07231,35.6209965,GOK
,Vihiga,0.079422,34.724093,GOK
,Elgeyo/Marakwet,1.0675879,35.58955,GOK
,Elgeyo/Marakwet,1.0664089,35.5861312,GOK
,Marsabit,3.115677,39.256903,GOK
,Elgeyo/Marakwet,1.0596657,35.5960454,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Kakamega,0.4055169,34.4868762,GOK
,Nyandarua,-0.163596,36.2757946,GOK
,Makueni,-2.2848676,37.8198532,GOK
,Samburu,1.0863443,36.6794329,GOK
,Marsabit,3.13488485,39.26624094,GOK
,Samburu,1.0850578,36.6928567,GOK
,Taita Taveta,-3.4363075,38.3671103,GOK
,Vihiga,0.0434506,34.8236077,GOK
,Samburu,1.0872435,36.6823377,GOK
,Marsabit,2.3398278,37.9782929,GOK
,Marsabit,3.34111,39.204077,GOK
,Kakamega,0.4330406,34.8543113,GOK
,Marsabit,3.149389,39.240294,GOK
,Marsabit,3.149389,39.240294,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.149389,39.240294,GOK
,Marsabit,3.34111,39.204077,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.34111,39.204077,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.149389,39.240294,GOK
,Taita Taveta,-3.4939269,38.3773119,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Taita Taveta,-3.4194250000000004,37.682635,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Taita Taveta,-3.4194299999999997,37.68268833333333,GOK
,Bungoma,0.8843667,34.5986887,GOK
,Kwale,-4.1404183,39.3228983,GOK
,Vihiga,0.0498155,34.5979969,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Baringo,0.700058,35.6975105,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Makueni,0.0,0.0,GOK
,Busia,0.5476342,34.264908,GOK
,Trans Nzoia,1.0143685340881374,35.34333944320679,GOK
,Narok,-1.842699,35.892781,GOK
,Taita Taveta,-3.398741666666667,37.68488166666667,GOK
,Narok,-1.758669,35.813049,GOK
,Mombasa,-3.9841499,39.72419,GOK
,Samburu,0.9492557,36.7646946,GOK
,Marsabit,2.7381909,38.0897538,GOK
,Bungoma,,,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Bomet,-0.9316892,35.4201622,GOK
,Taita Taveta,-3.4302249999999996,38.474556666666665,GOK
,Taita Taveta,-3.336737,38.4375029,GOK
,Makueni,0.0,0.0,GOK
,Bungoma,0.835858,34.7193404,GOK
,Vihiga,0.0361106,34.6273976,GOK
,Taita Taveta,-3.4954883333333338,38.39261333333333,GOK
,Mombasa,-4.0235628,39.7067983,GOK
,Bungoma,0.835858,34.7193404,GOK
,Bomet,-0.9316891,35.420159,GOK
,Taita Taveta,-3.9440633,38.9630564,GOK
,Bungoma,0.835858,34.7193404,GOK
,Taita Taveta,-3.397566666666666,37.68527666666667,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Nyeri,-0.4935167,36.9949013,GOK
,Bungoma,0.835858,34.7193404,GOK
,Marsabit,2.708144,38.0884318,GOK
,Bungoma,,,GOK
,Marsabit,,,GOK
,Bungoma,,,GOK
,Nakuru,,,GOK
,Bungoma,0.8895028,34.5332802,GOK
,Marsabit,3.115677,39.256903,GOK
,Bungoma,0.8895028,34.5332802,GOK
,Bungoma,0.8895028,34.5332802,GOK
,Samburu,0.7410026,36.8097177,GOK
,Samburu,0.7409733,36.8127463,GOK
,Marsabit,3.115677,39.256903,GOK
,Bungoma,0.8895028,34.5332802,GOK
,Elgeyo/Marakwet,0.5549919605255091,35.53180217742919,GOK
,Bungoma,0.8583398,34.5397195,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Bungoma,0.8029679,34.487569,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,3.13488485,39.256240943,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,3.115677,39.256903,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,2.7575798,38.90041,GOK
,Marsabit,,,GOK
,Marsabit,,,GOK
,Marsabit,2.891646,38.1373252,GOK
,Marsabit,2.687859,38.085788,GOK
,Marsabit,2.687859,38.085788,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.032546,38.7546523,GOK
,Marsabit,3.032546,38.7546523,GOK
,Marsabit,3.3631153,39.0575626,GOK
,Marsabit,3.13488485,39.25624094,GOK
,Marsabit,3.3631153,39.0575626,GOK
,Kakamega,0.5472805,34.8015219,GOK
,Bungoma,0.8748994,34.538127,GOK
,Taita Taveta,-3.397245,37.685555,GOK
,Marsabit,2.7011952,38.0881014,GOK
,Marsabit,3.3631153,39.0575626,GOK
,Marsabit,2.70276,38.0861184,GOK
,Marsabit,3.0144898,38.9578382,GOK
,Bungoma,0.8748994,34.538127,GOK
,Kisumu,,,GOK
,Bungoma,0.8871002,34.596613,GOK
,Bungoma,0.8871002,34.596613,GOK
,Bungoma,0.8748994,34.538127,GOK
,Bungoma,0.8748994,34.538127,GOK
,Kisumu,-0.0745592,34.6128714,GOK
,Mombasa,-4.05233,39.6981318,GOK
,Bungoma,0.8748994,34.538127,GOK
,Samburu,,,GOK
,Busia,0.4599689,34.1460667,GOK
,Kwale,-4.0403533,39.666814,GOK
,Samburu,1.0887013,36.7086959,GOK
,Taita Taveta,-3.4053976,38.3640432,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Samburu,1.0865225,36.6918456,GOK
,Bungoma,0.8871002,34.596613,GOK
,Nakuru,-0.4511645,36.274439,GOK
,Busia,0.457846,34.119395,GOK
,Taita Taveta,-3.395298,38.5842971,GOK
,Bungoma,0.8871002,34.596613,GOK
,Busia,0.5493762,34.2607408,GOK
,Bungoma,0.8374625,34.5602802,GOK
,Marsabit,2.1365092,38.2801681,GOK
,Taita Taveta,-3.3680432,38.4733285,GOK
,Taita Taveta,-3.4044533,38.5449213,GOK
,Busia,0.453311,34.2468487,GOK
,Bungoma,0.8686088,34.5502427,GOK
,Marsabit,2.1365092,38.2801681,GOK
,Bungoma,0.8530365,34.5547424,GOK
,Busia,0.4592066,34.1512823,GOK
,Bungoma,0.8686088,34.5502427,GOK
,Bungoma,0.8145408,34.5128516,GOK
,Taita Taveta,-3.48368,37.682325,GOK
,Kakamega,0.4303598,34.8570706,GOK
,Elgeyo/Marakwet,1.0707673,35.5898919,GOK
,Kakamega,0.1929654,34.6543684,GOK
,Uasin Gishu,0.6299984,35.3208202,GOK
,Bungoma,0.8530365,34.5547424,GOK
,Marsabit,2.1365092,38.2801681,GOK
,Narok,-1.0587988,34.7559519,GOK
,Marsabit,2.1365092,38.2801681,GOK
,Bungoma,0.8871002,34.596613,GOK
,Kakamega,0.3928189,34.8556909,GOK
,Marsabit,2.137486,38.2801681,GOK
,Makueni,-2.2923838,37.8086034,GOK
,Bomet,-0.9277144,35.4170147,GOK
,Makueni,-2.4537141,38.0871099,GOK
,Marsabit,2.1365092,38.2801681,GOK
,Kwale,-4.1701419,39.4479989,GOK
,Marsabit,3.45257479,39.2797811,GOK
,Taita Taveta,-3.3364854,38.4375029,GOK
,Nyeri,-0.6291547,37.127367,GOK
,Marsabit,2.0133017,37.496311,GOK
